Date,SPY,QQQ,EFA,EEM,TLT,IEF,GLD,SLV,DBC,USO,UUP,FXE,FXY,BTC-USD,ETH-USD
2008-05-05,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-06,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-07,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-08,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-09,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-12,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-13,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-14,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-15,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-16,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-19,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-20,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-21,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-22,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-23,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-27,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-28,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-29,-0.027776821559707555,0.02262186309434662,-0.0250010625023626,0.015441695425226717,0.04166067002170258,0.1952180951173173,0.02462635100655093,0.04729250903177363,0.07310657855037392,0.05630028087767967,-0.15720391581143606,0.18615091614510246,0.13213057890951246,0.0,0.0
2008-05-30,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-02,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-03,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-04,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-05,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-06,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-09,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-10,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-11,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-12,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-13,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-16,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-17,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-18,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-19,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-20,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-23,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-24,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-25,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-26,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-27,-0.030598112917302144,0.024691365609848054,-0.028012261136806493,0.01753238674978174,-0.04521815932247448,0.06989603681841551,0.025136720950994326,0.016356416898132383,0.07444657328625078,0.05720562014886555,-0.16842866971972817,0.1933221878902059,0.04725510924062589,0.0,0.0
2008-06-30,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-01,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-02,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-03,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-07,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-08,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-09,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-10,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-11,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-14,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-15,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-16,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-17,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-18,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-21,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-22,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-23,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-24,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-25,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-28,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-29,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-30,-0.09697463278761197,-0.07610543816060726,-0.09019681916379776,-0.01913599689129318,0.04994825982769985,0.07489237851405306,0.0792025559470726,0.053888881686147784,0.0755727090212048,0.05448095148026793,-0.18395065288822526,0.19967986402296511,0.052134207793973486,0.0,0.0
2008-07-31,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-01,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-04,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-05,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-06,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-07,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-08,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-11,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-12,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-13,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-14,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-15,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-18,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-19,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-20,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-21,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-22,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-25,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-26,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-27,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-28,-0.09365986265578273,-0.025331845689410052,-0.09238346138919686,-0.05716806689296161,-0.050149924905921704,0.2254711346065669,0.027160755973200338,0.056054774517902244,0.0719397216238036,0.05095732686805211,-0.19525668535485127,0.20513985223843262,-0.054130227441979116,0.0,0.0
2008-08-29,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-02,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-03,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-04,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-05,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-08,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-09,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-10,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-11,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-12,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-15,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-16,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-17,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-18,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-19,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-22,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-23,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-24,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
2008-09-25,-0.10125656517629736,-0.027891513296852428,-0.10255248992974723,-0.06429394453810094,0.1686188842367599,0.256578608665995,-0.028013937378868967,-0.017265469211942927,0.024764834597356122,0.018157820324982532,0.06953275372953842,-0.0698029107155948,-0.05932621507688445,0.0,0.0
